tile_id,question_id,level,level_name,question,answer_lr,answer_sr,answer_gt
tile_0349,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0349,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0349,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the top left corner. It appears to be an unpaved road, possibly made of dirt or gravel.",There are two roads or paths visible in this image. One is located at the bottom of the image and the other is located at the left side of the image. The road at the bottom is likely,There are two roads or paths visible in this image. One is located at the bottom left and the other is located at the top left. The road at the bottom left appears to be an unp
tile_0349,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,"There is one building visible in the image, and it is not possible to determine the rooftop color or material from the provided image.","There is one building visible in the image, and it is surrounded by trees at the bottom right. The building's rooftop is not visible in the image, so it is not possible to describe its color or",There are two buildings visible in the image. One of them has a gray rooftop.
tile_0350,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 60%, agriculture 20%, urban 5%, water 5%, bare soil 10%","forest 50%, agriculture 30%, urban 5%, water 10%, bare soil 5%","forest 50%, agriculture 30%, urban 5%, water 5%, bare soil 5%"
tile_0350,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0350,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,1
tile_0350,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0350,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0350,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.",There are two roads or paths visible in this image. One is located at the bottom right and the other is located at the top left. The road at the bottom right is surrounded by trees and appears,There are two roads or paths visible in this image. One is located at the bottom right and the other is located at the top right. The road at the bottom right is paved and appears to
tile_0350,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in the image. The rooftop of the building is not specified in the image.,"There are a total of 3 buildings visible in the image. The building at the bottom left is surrounded by trees, the building at the center is surrounded by trees, and the building at the top left is surrounded by trees","There are a total of 3 buildings visible in the image. The building at the bottom is surrounded by trees, and the building at the center is surrounded by trees as well. The building at the bottom left is surrounded by"
tile_0351,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 80%, agriculture 0%, urban 0%, water 0%, bare soil 0%","forest 50%, agriculture 30%, urban 5%, water 10%, bare soil 5%","forest 40%, agriculture 30%, urban 5%, water 10%, bare soil 5%"
tile_0351,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0351,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",0,1,1
tile_0351,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0351,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,10,10
tile_0351,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the top right corner. It appears to be an unpaved road, possibly made of dirt or gravel.","There are two roads or paths visible in this image. One is located at the bottom right and the other is located at the center. The road at the bottom right appears to be paved, while",There are two roads or paths visible in this image. One is located at the bottom left and the other is located at the center. The road at the bottom left appears to be an unpaved
tile_0351,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,"There is one building visible in the image, and it is not possible to determine the rooftop color or material from the provided image.","There are a total of 4 buildings visible in the image. The building at the bottom left is surrounded by trees, and the building at the bottom right is surrounded by trees as well. The building at the center is surrounded","There are a total of 4 buildings visible in the image. The building at the bottom left is surrounded by trees, and the building at the bottom right is surrounded by trees as well. The building at the center is surrounded"
