region,tile_id,caption_lr,caption_sr,caption_gt_rs,bleu1_lr,bleu1_sr,rouge1_lr,rouge1_sr,tfidf_lr,tfidf_sr
R2,tile_0295,a bird is sitting on a branch of a tree,an aerial view of a golf course,an aerial view of the countryside,0.1,0.5714285714285714,0.125,0.6153846153846153,0.0845798608014702,0.5031026124151314
R2,tile_0296,a green leaf with a white background,an aerial view of the green fields and trees,an aerial view of the countryside,0.0,0.5555555555555556,0.0,0.6666666666666667,0.0,0.5270724758293459
R2,tile_0297,a close up of green leaves,an aerial view of a green field,an aerial view of the land in the middle of the country,0.0613132401952404,0.2797380911754017,0.1111111111111111,0.4210526315789474,0.1123427789154277,0.3101928630244898
R2,tile_0298,a green background with white flowers,a satellite image of a green field,aerial view of the forest,0.0,0.1428571428571428,0.0,0.1666666666666666,0.0,0.1123427789154277
R2,tile_0299,a green leaf with white spots,an aerial view of a green field,an aerial view of a green field with trees,0.3032653298563167,0.7514772930752859,0.4,0.8750000000000001,0.1908740661302035,0.7765145304745155
R2,tile_0300,a green leaf with white flowers in the background,a satellite image of a golf course,an aerial view of a green valley,0.2222222222222222,0.2857142857142857,0.25,0.2857142857142857,0.078744603455945,0.1016306697911265
R2,tile_0301,a bunch of green leaves,a green field with a small lake in the middle,aerial view of the countryside,0.2,0.1,0.2,0.1333333333333333,0.1273595297947935,0.0870444679250421
R2,tile_0302,a green background with leaves,a golf course in the woods,an aerial view of a green valley,0.2681280184142557,0.141080287481769,0.3333333333333333,0.1538461538461538,0.1152155433779312,0.0
R2,tile_0303,a green plant with white flowers in the background,a golf course in the woods,an aerial view of the countryside,0.111111111111111,0.1666666666666666,0.1333333333333333,0.1666666666666666,0.0787446034559451,0.1016306697911265
R2,tile_0304,a blur of a tree in the forest,an aerial view of a green field and a river,an aerial view of the amazon rainforest,0.25,0.4,0.2666666666666666,0.4705882352941176,0.184431916622613,0.368023208756115
R2,tile_0305,a white flower with a green stem,a satellite image of a green area with a small patch of land,an aerial view of the site of the proposed site,0.0,0.1538461538461538,0.0,0.1739130434782608,0.0,0.1707761131901165
R2,tile_0306,a blur of a tree,a green field,an aerial view of the lake and surrounding land,0.0898657928234443,0.0,0.1428571428571428,0.0,0.1096425868345385,0.0
R2,tile_0307,a white flower with green leaves on it,a green leaf with a black spot,a satellite image of the lake,0.125,0.1428571428571428,0.1428571428571428,0.1538461538461538,0.0,0.0
R2,tile_0308,a green leaf with a white background,aerial view of the golf course at the golf course,an aerial view of a green field,0.2857142857142857,0.3,0.2857142857142857,0.3529411764705882,0.1016306697911265,0.1875031149676009
R2,tile_0309,a green leaf with a white background,an aerial view of a green field,an aerial view of the countryside,0.0,0.5714285714285714,0.0,0.6153846153846153,0.0,0.5031026124151314
R2,tile_0310,a green leaf with white flowers in the background,a satellite image of a golf course,an aerial view of a farm in the countryside,0.3333333333333333,0.2147077980215102,0.3333333333333333,0.25,0.1443835552773867,0.0870444679250421
R2,tile_0311,a green leaf with a white background,an aerial view of the green fields and trees,an aerial view of a green field with a small house,0.3226960697187195,0.44485411273156,0.4444444444444444,0.5,0.1785662155575748,0.387556981443423
R2,tile_0312,green glitter,a satellite image of a golf course,an aerial view of a golf course,0.0,0.5714285714285714,0.0,0.5714285714285714,0.0,0.3808726084759437
R2,tile_0313,a close up of a green plant with leaves,an aerial view of the green fields and trees,an aerial view of the countryside,0.111111111111111,0.5555555555555556,0.1333333333333333,0.6666666666666667,0.0845798608014702,0.5270724758293459
R2,tile_0314,a green leaf with a white background,an aerial view of a green field with a river running through it,an aerial view of a farm in the countryside,0.1073538990107551,0.3846153846153846,0.125,0.4545454545454546,0.0,0.2746117864358066
R2,tile_0315,a close up of a green leaf,an aerial view of a green field with a river,an aerial view of a farm and fields,0.2476793999286233,0.5,0.2666666666666666,0.5555555555555556,0.0934947749753671,0.368023208756115
R2,tile_0316,a green leaf with white spots,a green forest with a river running through it,an aerial view of a forest with a mountain in the background,0.1226264803904807,0.3184583602550174,0.2222222222222222,0.380952380952381,0.0773478123436907,0.1375436045558623
R2,tile_0317,a close up of a green leaf,a green field with a road and trees,an aerial view of a farm in the countryside,0.2147077980215102,0.1103121128230744,0.25,0.1176470588235294,0.0870444679250421,0.0
R2,tile_0318,a green leaf with a white spot,an aerial view of the golf course at the golf course,an aerial view of a green valley with a road,0.372250890017746,0.3636363636363636,0.4705882352941176,0.380952380952381,0.1908740661302035,0.2128312063057196
R2,tile_0319,a green leaf with white spots,a green field with a river running through it,aerial view of the golf course at the golf course,0.0,0.0,0.0,0.0,0.0,0.0
R2,tile_0320,a green leaf with white flowers in the background,a satellite image of a green forest,an aerial view of the forest and river,0.111111111111111,0.2476793999286233,0.1176470588235294,0.2666666666666666,0.0674430476929674,0.1908740661302035
R2,tile_0321,a green leaf with white flowers in the background,an aerial view of the golf course at the golf course,an aerial view of a green valley,0.2222222222222222,0.3636363636363636,0.25,0.4444444444444444,0.078744603455945,0.260394209136961
R2,tile_0322,a close up of a leaf with a white background,a satellite image of a golf course,a road in the middle of a forest,0.3,0.3715190998929349,0.3333333333333332,0.3999999999999999,0.0845798608014702,0.1016306697911265
R2,tile_0323,a green tree with white flowers,a green field with a white flower,a large mountain with a forest in the background,0.2021768865708778,0.3220616970322653,0.2666666666666666,0.375,0.0934947749753671,0.0934947749753671
R2,tile_0324,a blur of a person,a satellite image of a green field,an aerial view of the golf course at the golf club,0.0602388423824404,0.0806740174296798,0.125,0.1111111111111111,0.0839596659812619,0.0626145154691358
R2,tile_0325,a man in a suit and tie is standing in front of a tree,a plane flying over a lush green field,an aerial view of the golf course at the golf course,0.0714285714285714,0.0,0.08,0.0,0.0352348384873933,0.0
R2,tile_0326,a close up of a green leaf,a satellite image of a green field with a house in the middle,an aerial view of a green field with trees,0.3220616970322653,0.3846153846153846,0.375,0.4545454545454546,0.1908740661302035,0.2912194185636897
R2,tile_0327,a green background with small leaves,a green field with a small patch of land,aerial view of the countryside,0.0,0.111111111111111,0.0,0.1428571428571428,0.0,0.0934947749753671
R2,tile_0328,a white flower in the middle of a green field,an aerial view of the site of the proposed site,an aerial view of a farm and fields,0.2,0.4,0.2222222222222222,0.4444444444444445,0.0724408192504198,0.3188231972456646
R2,tile_0329,a green plant with white flowers,an aerial view of the area where the site of the proposed site is located,an aerial view of a farm and fields,0.1194218850956315,0.2666666666666666,0.1428571428571428,0.3478260869565218,0.0,0.2432778964709415
R2,tile_0330,a close up of a green leaf,an aerial view of a green field with a river running through it,aerial view of the countryside,0.1428571428571428,0.2307692307692307,0.1666666666666666,0.3333333333333333,0.1123427789154277,0.2624209362619599
R2,tile_0331,a bunch of green leaves,aerial view of the green fields,aerial view of the fields,0.2,0.8333333333333334,0.2,0.9090909090909092,0.1273595297947935,0.8466473536503037
R2,tile_0332,a close up of a green leaf,an aerial view of a golf course,an aerial view of a green valley,0.4285714285714285,0.7142857142857143,0.4285714285714285,0.7142857142857143,0.225764846002616,0.5031026124151314
R2,tile_0333,a green leaf with white spots,aerial view of golf course,aerial view of the countryside,0.0,0.6,0.0,0.6,0.0,0.4316134189707514
R2,tile_0334,a close up of a green leaf,an aerial view of a golf course,aerial view of a farm in the countryside,0.2476793999286233,0.4953587998572467,0.2666666666666666,0.5333333333333333,0.0934947749753671,0.3041257418754935
R2,tile_0335,a close up of a green leaf,an aerial view of a green field,aerial view of the farm,0.1428571428571428,0.4285714285714285,0.1666666666666666,0.5,0.1123427789154277,0.3808726084759437
R2,tile_0336,a green plant with a white flower,a satellite image of a golf course,aerial view of the countryside,0.0,0.1428571428571428,0.0,0.1666666666666666,0.0,0.1123427789154277
R2,tile_0337,a green gems stone,an aerial view of the site of the proposed site,an aerial view of a rural area,0.1180916381852536,0.4,0.1818181818181818,0.4705882352941176,0.0,0.3562339138059969
R2,tile_0338,a green cam cam cam cam cam cam cam cam cam cam cam cam cam cam cam cam cam cam cam,a satellite image of the golf course at the golf course,"aerial view of the valley of the river in the valley of the river in the douro, douro, douro, portugal photo",0.0,0.1098791785988544,0.0,0.1874999999999999,0.0,0.2753691336766823
R2,tile_0339,a green emerald gems,an aerial view of the green fields and trees,a view of a valley with a small village in the middle of the valley,0.0159819653016768,0.1711390396775306,0.1052631578947368,0.25,0.0,0.2507198113720278
R2,tile_0340,a green background with white flowers,a green forest with a small patch of land,a mountain with a road going through it,0.238843770191263,0.3333333333333333,0.2857142857142857,0.3529411764705882,0.1016306697911265,0.0845798608014702
R2,tile_0341,a green leaf with a white flower,a green forest with a road and trees,a view of the mountains and valleys of the valley,0.0930627225044365,0.1947001957678512,0.1176470588235294,0.2222222222222222,0.0,0.0610054577192303
R2,tile_0342,a green leaf with white spots,an aerial view of a green field with trees,an aerial view of the countryside,0.0,0.4444444444444444,0.0,0.5333333333333333,0.0,0.4112070550676187
R2,tile_0343,a green tree with a white stripe on it,an aerial view of the site of the former military base,an aerial view of the golf course at the course,0.0,0.5454545454545454,0.0,0.5714285714285713,0.0,0.4646161325070902
R2,tile_0344,a leaf with a white line on it,a satellite image of a green field,a view of a green valley with trees,0.375,0.4953587998572467,0.375,0.5333333333333333,0.0919399817407808,0.225764846002616
R2,tile_0345,a close up of a green leaf,aerial view of the river,an aerial view of a green field,0.4285714285714285,0.4021920276213835,0.4285714285714285,0.5,0.225764846002616,0.3808726084759437
R2,tile_0346,a green leaf with a white background,an aerial view of the golf course at the golf course,an aerial view of a rural area,0.1428571428571428,0.3636363636363636,0.1428571428571428,0.4444444444444444,0.0,0.260394209136961
R2,tile_0347,a close up of a green leaf,an aerial view of a green field with trees,aerial view of the golf course at the golf course,0.0930627225044365,0.2982797722714565,0.1176470588235294,0.3157894736842105,0.0605618602191536,0.1561116143300724
R2,tile_0348,a green leaf with a blur of the leaves,a green field with a river running through it,aerial view of the green hills and fields of the valley of the river,0.1912511402458109,0.1275007601638739,0.2608695652173913,0.1739130434782608,0.3700331002102108,0.0825627792233227
